,number,src_ip,dst_ip,proto,ip_pkt_len,ip_checksum_status,ip_ttl,ip_highest_layer,stream_index,src_port,dst_port,timestamp,time_delta,flags,tcp_flags_ack,tcp_flags_syn,tcp_flags_fin,tcp_flags_urg,tcp_checksum_status,icmp_type_code,icmp_checksum_status,label,label0,label1,label2,label3,label4,label5,label6
2291,25,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.049082,0.000152,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2292,26,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.049122,0.00004,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2293,27,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.049124,0.000002,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2294,28,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.049184,0.00006,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2295,29,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.049368,0.000184,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2296,30,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.049559,0.000191,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2297,31,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.049634,0.000075,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2298,32,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.049736,0.000102,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2299,33,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.049752,0.000016,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2300,34,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.049917,0.000165,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2301,35,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.049944,0.000027,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2302,36,3450774857,3232238105,6,2141,2,62,DATA,0,444,51325,0.050137,0.000193,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2303,37,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.050158,0.000021,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2304,38,3450774857,3232238105,6,129,2,62,DATA,0,444,51325,0.511826,0.461668,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2305,39,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.511995,0.000169,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2306,40,3232238105,3450774857,6,172,2,64,DATA,0,51325,444,0.555838,0.043843,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2307,41,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,0.55635,0.000512,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2308,42,3450774857,3232238105,6,123,2,62,DATA,0,444,51325,0.557358,0.001008,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2309,43,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.557476,0.000118,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2310,44,3232238105,3450774857,6,159,2,64,DATA,0,51325,444,0.558109,0.000633,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2311,45,3450774857,3232238105,6,144,2,62,DATA,0,444,51325,0.593164,0.035055,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2312,46,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.593356,0.000192,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2313,47,3232238105,3450774857,6,141,2,64,DATA,0,51325,444,0.594322,0.000966,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2314,48,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,0.632274,0.037952,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2315,49,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.664434,0.03216,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2316,50,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.664666,0.000232,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2317,51,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.664714,0.000048,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2318,52,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.664794,0.00008,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2319,53,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.664908,0.000114,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2320,54,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.664967,0.000059,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2321,55,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.66514,0.000173,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2322,56,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.665196,0.000056,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2323,57,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.665332,0.000136,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2324,58,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.665525,0.000193,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2325,59,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.665546,0.000021,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2326,60,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.665699,0.000153,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2327,61,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.665717,0.000018,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2328,62,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.665718,0.000001,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2329,63,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.665909,0.000191,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2330,64,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.666075,0.000166,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2331,65,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.66614,0.000065,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2332,66,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.666238,0.000098,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2333,67,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.666332,0.000094,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2334,68,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.666526,0.000194,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2335,69,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.666666,0.00014,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2336,70,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.666694,0.000028,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2337,71,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.666717,0.000023,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2338,72,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.666909,0.000192,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2339,73,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.667017,0.000108,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2340,74,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.667155,0.000138,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2341,75,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.667333,0.000178,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2342,76,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.667346,0.000013,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2343,77,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.667473,0.000127,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2344,78,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.667539,0.000066,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2345,79,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.667731,0.000192,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2346,80,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.667833,0.000102,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2347,81,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.667923,0.00009,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2348,82,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.667975,0.000052,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2349,83,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.668144,0.000169,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2350,84,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.668335,0.000191,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2351,85,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.66835,0.000015,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2352,86,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.668474,0.000124,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2353,87,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.668528,0.000054,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2354,88,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.66872,0.000192,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2355,89,3450774857,3232238105,6,2948,2,62,DATA,0,444,51325,0.668912,0.000192,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2356,90,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.668931,0.000019,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2357,91,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.668955,0.000024,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2358,92,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.669165,0.00021,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2359,93,3450774857,3232238105,6,1500,2,62,DATA,0,444,51325,0.669352,0.000187,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2360,94,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.669406,0.000054,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2361,95,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,0.669436,0.00003,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2362,96,3450774857,3232238105,6,2891,2,62,DATA,0,444,51325,0.669545,0.000109,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2363,97,3232238105,3450774857,6,919,2,64,DATA,0,51325,444,2.192533,1.522988,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2364,98,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,2.193049,0.000516,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2365,99,3450774857,3232238105,6,138,2,62,DATA,0,444,51325,2.298405,0.105356,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2366,100,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,2.298473,0.000068,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2367,101,3232238105,3450774857,6,163,2,64,DATA,0,51325,444,2.299399,0.000926,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2368,102,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,2.299915,0.000516,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2369,103,3450774857,3232238105,6,139,2,62,DATA,0,444,51325,2.300627,0.000712,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2370,104,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,2.300635,0.000008,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2371,105,3232238105,3450774857,6,308,2,64,DATA,0,51325,444,2.301342,0.000707,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2372,106,3450774857,3232238105,6,146,2,62,DATA,0,444,51325,2.302514,0.001172,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2373,107,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,2.302526,0.000012,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2374,108,3232238105,3450774857,6,158,2,64,DATA,0,51325,444,2.312898,0.010372,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2375,109,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,2.314079,0.001181,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2376,110,3450774857,3232238105,6,142,2,62,DATA,0,444,51325,2.314079,0,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2377,111,3232238105,3450774857,6,154,2,64,DATA,0,51325,444,2.314545,0.000466,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2378,112,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,2.352033,0.037488,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2379,113,3450774857,3232238105,6,129,2,62,DATA,0,444,51325,25.476434,23.124401,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2380,114,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,25.476624,0.00019,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2381,115,3232238105,3450774857,6,169,2,64,DATA,0,51325,444,25.477665,0.001041,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2382,116,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,25.478174,0.000509,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2383,117,3450774857,3232238105,6,156,2,62,DATA,0,444,51325,25.479133,0.000959,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2384,118,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,25.479306,0.000173,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2385,119,3232238105,3450774857,6,192,2,64,DATA,0,51325,444,25.480288,0.000982,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2386,120,3450774857,3232238105,6,154,2,62,DATA,0,444,51325,25.481473,0.001185,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2387,121,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,25.481606,0.000133,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2388,122,3232238105,3450774857,6,1450,2,64,DATA,0,51325,444,25.485418,0.003812,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2389,123,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,25.523998,0.03858,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2390,124,3450774857,3232238105,6,147,2,62,DATA,0,444,51325,64.967863,39.443865,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2391,125,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,64.968044,0.000181,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2392,126,3232238105,3450774857,6,192,2,64,DATA,0,51325,444,64.969012,0.000968,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2393,127,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,64.969492,0.00048,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2394,128,3450774857,3232238105,6,209,2,62,DATA,0,444,51325,64.970608,0.001116,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2395,129,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,64.970729,0.000121,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2396,130,3232238105,3450774857,6,155,2,64,DATA,0,51325,444,64.971771,0.001042,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2397,131,3450774857,3232238105,6,142,2,62,DATA,0,444,51325,64.972852,0.001081,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2398,132,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,64.972982,0.00013,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2399,133,3232238105,3450774857,6,151,2,64,DATA,0,51325,444,64.973618,0.000636,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2400,134,3450774857,3232238105,6,155,2,62,DATA,0,444,51325,64.974717,0.001099,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2401,135,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,64.974847,0.00013,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2402,136,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.991391,0.016544,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2403,137,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.991395,0.000004,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2404,138,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.991397,0.000002,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2405,139,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,64.9921,0.000703,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2406,140,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.992212,0.000112,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2407,141,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.992216,0.000004,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2408,142,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.992218,0.000002,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2409,143,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.992219,0.000001,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2410,144,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,64.99306,0.000841,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2411,145,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,64.99317,0.00011,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2412,146,3232238105,3450774857,6,902,2,64,DATA,0,51325,444,64.993174,0.000004,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2413,147,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,64.993279,0.000105,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2414,148,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,64.993833,0.000554,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2415,149,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,65.031467,0.037634,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2416,150,3450774857,3232238105,6,142,2,62,DATA,0,444,51325,65.227891,0.196424,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2417,151,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,65.228085,0.000194,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2418,152,3232238105,3450774857,6,151,2,64,DATA,0,51325,444,65.229053,0.000968,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2419,153,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,65.229562,0.000509,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2420,154,3450774857,3232238105,6,144,2,62,DATA,0,444,51325,65.230397,0.000835,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2421,155,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,65.230528,0.000131,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2422,156,3232238105,3450774857,6,144,2,64,DATA,0,51325,444,65.231328,0.0008,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2423,157,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,65.271392,0.040064,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2424,158,3450774857,3232238105,6,129,2,62,DATA,0,444,51325,69.467973,4.196581,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2425,159,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,69.468168,0.000195,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2426,160,3232238105,3450774857,6,169,2,64,DATA,0,51325,444,69.469134,0.000966,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2427,161,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,69.46965,0.000516,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2428,162,3450774857,3232238105,6,147,2,62,DATA,0,444,51325,93.459736,23.990086,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2429,163,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.459927,0.000191,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2430,164,3232238105,3450774857,6,192,2,64,DATA,0,51325,444,93.461039,0.001112,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2431,165,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.461553,0.000514,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2432,166,3450774857,3232238105,6,209,2,62,DATA,0,444,51325,93.501579,0.040026,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2433,167,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.501772,0.000193,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2434,168,3232238105,3450774857,6,155,2,64,DATA,0,51325,444,93.50303,0.001258,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2435,169,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.503713,0.000683,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2436,170,3450774857,3232238105,6,147,2,62,DATA,0,444,51325,93.504281,0.000568,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2437,171,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.504421,0.00014,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2438,172,3232238105,3450774857,6,192,2,64,DATA,0,51325,444,93.505159,0.000738,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2439,173,3450774857,3232238105,6,155,2,62,DATA,0,444,51325,93.506342,0.001183,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2440,174,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.506478,0.000136,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2441,175,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524041,0.017563,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2442,176,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524045,0.000004,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2443,177,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524047,0.000002,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2444,178,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524048,0.000001,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2445,179,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524059,0.000011,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2446,180,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524106,0.000047,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2447,181,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524108,0.000002,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2448,182,3232238105,3450774857,6,1500,2,64,DATA,0,51325,444,93.524109,0.000001,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2449,183,3232238105,3450774857,6,902,2,64,DATA,0,51325,444,93.52411,0.000001,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2450,184,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.524959,0.000849,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2451,185,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.524963,0.000004,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2452,186,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.525168,0.000205,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2453,187,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.525523,0.000355,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2454,188,3450774857,3232238105,6,155,2,62,DATA,0,444,51325,93.536287,0.010764,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2455,189,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.536348,0.000061,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2456,190,3232238105,3450774857,6,151,2,64,DATA,0,51325,444,93.537011,0.000663,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2457,191,3450774857,3232238105,6,142,2,62,DATA,0,444,51325,93.537997,0.000986,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2458,192,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.538081,0.000084,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2459,193,3232238105,3450774857,6,151,2,64,DATA,0,51325,444,93.538632,0.000551,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2460,194,3450774857,3232238105,6,144,2,62,DATA,0,444,51325,93.539611,0.000979,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2461,195,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,93.539667,0.000056,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2462,196,3232238105,3450774857,6,144,2,64,DATA,0,51325,444,93.540191,0.000524,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2463,197,3450774857,3232238105,6,52,2,62,TCP,0,444,51325,93.579209,0.039018,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2464,198,3450774857,3232238105,6,138,2,62,DATA,0,444,51325,108.009745,14.430536,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2465,199,3232238105,3450774857,6,52,2,64,TCP,0,51325,444,108.009938,0.000193,0x00000010,1,0,0,0,2,,,1,0,1,0,0,0,0,0
2466,200,3232238105,3450774857,6,163,2,64,DATA,0,51325,444,108.011151,0.001213,0x00000018,1,0,0,0,2,,,1,0,1,0,0,0,0,0
